Published,Snippet,Lead Paragraph,Main Headline,Print Headline,Seo Headline
2019-03-11T19:20:36+0000,"President Trump’s policy of separating families at the border brought scrutiny to the charity, which is now under investigation over alleged financial improprieties.","President Trump’s policy of separating families at the border brought scrutiny to the charity, which is now under investigation over alleged financial improprieties.","Top Officials Resign From Southwest Key, Shelter Provider for Migrant Children",Top Officials Quit Troubled Texas Charity for Migrant Children,
2019-02-15T20:49:50+0000,A state agency’s administrative subpoena comes after a similar request in a criminal inquiry by federal prosecutors in New York.,A state agency’s administrative subpoena comes after a similar request in a criminal inquiry by federal prosecutors in New York.,New Jersey Attorney General Seeks Records From Trump Inaugural,New Jersey Attorney General Seeks Records From Trump Inaugural,
2019-03-27T10:31:52+0000,"Regulators testify before Senate subcommittees today on Boeing safety, while the plane maker seeks to ease the concerns of airline executives.","Regulators testify before Senate subcommittees today on Boeing safety, while the plane maker seeks to ease the concerns of airline executives.",DealBook Briefing: The F.A.A. Takes a Washington Hot Seat Over Boeing,DealBook Briefing: The F.A.A. Takes a Washington Hot Seat Over Boeing,
2019-02-19T06:00:09+0000,"By eliminating the financial burden of a medical education, the school hopes that more students will choose family medicine and other vital but lower-paid specialties.","By eliminating the financial burden of a medical education, the school hopes that more students will choose family medicine and other vital but lower-paid specialties.",Kaiser Permanente’s New Medical School Will Waive Tuition for Its First 5 Classes,Medical School Run by Kaiser Plans to Waive Student Tuition,
2019-03-29T14:57:58+0000,Federal regulations that took effect 35 years ago don’t require them — a disadvantage for people who are shopping when they’re most vulnerable.,Federal regulations that took effect 35 years ago don’t require them — a disadvantage for people who are shopping when they’re most vulnerable.,"With Funeral Home Rules Due for an Update, There’s a Push for Online Prices",A Push to Update Funeral Home Pricing Rules,
2019-03-29T02:50:09+0000,"Washington wants to thwart the Chinese tech giant’s dominance in telecom networks around the world. For now, though, sales at Huawei are booming.","Washington wants to thwart the Chinese tech giant’s dominance in telecom networks around the world. For now, though, sales at Huawei are booming.",Huawei Shrugs Off U.S. Clampdown With a $100 Billion Year,Huawei Shrugs Off Battle With a $100 Billion Year,
2019-01-31T16:38:33+0000,Is there still room for unconventional schools like Hampshire College?,Is there still room for unconventional schools like Hampshire College?,A Small New England College Struggles to Survive,A Small New England College Struggles to Survive,
2019-02-21T11:33:30+0000,"As the talks wear on, key demands could be softened in order to seal an agreement.","As the talks wear on, key demands could be softened in order to seal an agreement.",DealBook Briefing: Could Trump Cave Too Easily on a China Trade Deal?,DealBook Briefing: Could Trump Cave Too Easily on a China Trade Deal?,
2019-03-27T22:30:46+0000,"The ruling is a blow to the Trump administration, which has approved work requirements in seven other states and is reviewing applications from eight others.","The ruling is a blow to the Trump administration, which has approved work requirements in seven other states and is reviewing applications from eight others.",Judge Blocks Medicaid Work Requirements in Arkansas and Kentucky,Judge Blocks Medicaid Work Requirements in Two States,
2019-02-17T00:39:56+0000,"“Listen, I was stubborn,’’ he said on Saturday. one day after making amends with a caddie he initially shortchanged after winning a tournament.","“Listen, I was stubborn,’’ he said on Saturday. one day after making amends with a caddie he initially shortchanged after winning a tournament.",A Chastened Matt Kuchar Tries to Get Back Into the Fairway,‘I Was Stubborn’: Kuchar Reflects on Change of Heart in Caddie Pay Dispute,
2019-01-03T23:58:11+0000,Career Education closed nearly all of its schools in recent years after a string of lawsuits.,Career Education closed nearly all of its schools in recent years after a string of lawsuits.,For-Profit Chain Cancels $494 Million in Student Debt to End State Investigations,Chain Cancels $494 Million in Student Debt,
2019-03-14T04:01:01+0000,Rodrigo Moura will lead the museum’s curatorial department as it undergoes an expansion.,Rodrigo Moura will lead the museum’s curatorial department as it undergoes an expansion.,El Museo del Barrio Appoints Chief Curator,El Museo del Barrio Appoints Chief Curator,
2019-02-04T20:32:21+0000,"The United States is confronting Chinese companies, like Huawei, that are accused of stealing technology and violating economic sanctions.","The United States is confronting Chinese companies, like Huawei, that are accused of stealing technology and violating economic sanctions.",How U.S. Criminal Laws Became Weapons in the China Trade War,How U.S. Criminal Laws Became Weapons in the China Trade War,
2019-03-25T23:27:04+0000,Those who appeared in a Boston court on Monday included the top tennis coach at Georgetown and an assistant teacher at a Houston public school.,Those who appeared in a Boston court on Monday included the top tennis coach at Georgetown and an assistant teacher at a Houston public school.,"12 People, Including 6 Coaches, Plead Not Guilty in College Admissions Scandal","12 People, Including 6 Coaches, Plead Not Guilty in College Admissions Scam",
2019-01-13T17:01:16+0000,"Six staffers, including five in the editorial department, were laid off, the publisher said. Alt-weeklies have been hit hard by advertising declines.","Six staffers, including five in the editorial department, were laid off, the publisher said. Alt-weeklies have been hit hard by advertising declines.",East Bay Express Lays Off Most of Editorial Staff in Latest Blow to Alt-Weeklies,,
2019-03-06T07:57:35+0000,"The high-profile auto executive, who faces charges of financial wrongdoing, had been held since November.","The high-profile auto executive, who faces charges of financial wrongdoing, had been held since November.","Carlos Ghosn, Former Nissan Chairman, Is Released on Bail in Japan",Former Nissan Chief Is Released on Bail,
2019-02-13T08:56:03+0000,The board’s vote comes as Mr. Ghosn hires a star lawyer in Japan to defend him against charges of financial wrongdoing.,The board’s vote comes as Mr. Ghosn hires a star lawyer in Japan to defend him against charges of financial wrongdoing.,Carlos Ghosn Is Losing Millions in Renault Compensation,Ghosn Stands to Lose Millions In Compensation From Renault,
2019-01-20T05:00:00+0000,The bride and groom met in 2015 at the Color Run in Washington.,The bride and groom met in 2015 at the Color Run in Washington.,"Mary Sellers, Andrew Sadow","Mary Sellers,  Andrew Sadow",
2019-01-02T07:00:00+0000,This word has appeared in 10 articles on NYTimes.com in the past year.,This word has appeared in 10 articles on NYTimes.com in the past year.,Word + Quiz: agog,Word + Quiz: agog,
2019-02-28T18:17:47+0000,"The auction house says earnings were bolstered by $1 billion in private sales, though profitability was down, and that online-only sales were up.","The auction house says earnings were bolstered by $1 billion in private sales, though profitability was down, and that online-only sales were up.",Sotheby’s Reports 16 Percent Increase in Sales in 2018,Sotheby’s Reports Sales Increase in 2018,
2019-01-02T18:26:54+0000,The National Women’s Law Center urges that laws be passed to ensure paid family leave and accommodations for pregnant employees. ,The National Women’s Law Center urges that laws be passed to ensure paid family leave and accommodations for pregnant employees. ,Protecting Pregnant Workers,Helping Pregnant Workers,
2019-02-11T19:45:11+0000,"Faced with a plummeting population, Hungary’s leader promised a tax exemption to mothers with four or more children. Experts say the plan won’t work.","Faced with a plummeting population, Hungary’s leader promised a tax exemption to mothers with four or more children. Experts say the plan won’t work.",Orban Encourages Mothers in Hungary to Have 4 or More Babies,"Shunning Immigrants, Orban Offers Tax Break if Hungarians Have More Babies",
2019-02-27T11:31:04+0000,It has finally admitted defeat in its bids to block AT&T’s takeover of Time Warner. There are plenty of other fish to fry.,It has finally admitted defeat in its bids to block AT&T’s takeover of Time Warner. There are plenty of other fish to fry.,DealBook Briefing: The Justice Dept. Needs a New Antitrust Target,DealBook Briefing: The Justice Dept. Needs a New Antitrust Target,
